,id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,coordinates,bedrooms_bathrooms,sqft_lot_sqft_living,sqft_living_sqft_living15,sqft_living_bedrooms,grade_category
15377,2408800130,4,2.75,2950,49658,1.0,Good,8,2950,0.0,1960,1998.0,1720,54672,"[47.3596, -121.922]",1.4545454545454546,16.83322033898305,1.7151162790697674,737.5,medium
9224,4237901075,4,2.5,2210,5002,1.0,Average,7,1370,840.0,1977,0.0,1970,4920,"[47.6637, -122.401]",1.6,2.2633484162895927,1.1218274111675126,552.5,medium
13538,7202330610,3,2.5,2020,5613,2.0,Average,7,2020,0.0,2003,0.0,2020,4609,"[47.6835, -122.035]",1.2,2.7787128712871287,1.0,673.3333333333334,medium
12578,6819100150,3,2.0,1740,3600,1.0,Very Good,7,990,750.0,1923,0.0,1250,3600,"[47.6448, -122.358]",1.5,2.0689655172413794,1.392,580.0,medium
6903,1226039130,3,2.25,1980,7200,1.0,Average,8,1300,680.0,1964,0.0,1820,8250,"[47.7625, -122.36]",1.3333333333333333,3.6363636363636362,1.0879120879120878,660.0,medium
3930,1269200229,3,3.25,3786,38038,1.0,Average,9,1934,1852.0,1978,2006.0,2850,33361,"[47.3907, -122.448]",0.9230769230769231,10.04701531959852,1.328421052631579,1262.0,medium
10325,7525300240,4,2.25,2820,9602,1.0,Average,8,1950,870.0,1974,0.0,2890,9602,"[47.5881, -122.113]",1.7777777777777777,3.4049645390070924,0.9757785467128027,705.0,medium
933,2301400640,4,2.0,2330,5000,1.5,Very Good,7,1720,610.0,1925,0.0,2090,5000,"[47.6804, -122.358]",2.0,2.1459227467811157,1.1148325358851674,582.5,medium
7178,7137960460,3,2.5,1680,6755,2.0,Average,8,1680,0.0,1994,0.0,1860,7257,"[47.3293, -122.17]",1.2,4.020833333333333,0.9032258064516129,560.0,medium
17605,2738600220,3,2.5,2050,4876,2.0,Average,8,2050,0.0,2005,0.0,2320,4065,"[47.7746, -122.158]",1.2,2.3785365853658536,0.8836206896551724,683.3333333333334,medium
14659,6821101762,3,3.5,1690,1432,2.0,Average,7,1360,330.0,2008,0.0,1650,2788,"[47.6513, -122.4]",0.8571428571428571,0.8473372781065088,1.0242424242424242,563.3333333333334,medium
17878,7454001210,3,1.0,1040,6860,2.0,Average,6,1040,0.0,1942,0.0,1030,6512,"[47.5121, -122.375]",3.0,6.596153846153846,1.0097087378640777,346.6666666666667,low
12524,644200065,4,2.5,2620,11200,1.0,Good,8,1770,850.0,1962,0.0,2360,11200,"[47.5876, -122.193]",1.6,4.2748091603053435,1.1101694915254237,655.0,medium
11212,3468800310,2,1.0,750,4000,1.0,Fair,6,750,0.0,1933,0.0,1160,4000,"[47.54, -122.32]",2.0,5.333333333333333,0.646551724137931,375.0,low
8354,3295730040,3,2.5,2150,5193,2.0,Average,8,2150,0.0,1995,0.0,2150,7172,"[47.6952, -122.187]",1.2,2.415348837209302,1.0,716.6666666666666,medium
2009,7203102080,2,1.0,1290,3140,2.0,Average,7,1290,0.0,2008,0.0,1290,2628,"[47.6971, -122.026]",2.0,2.434108527131783,1.0,645.0,medium
13421,2207500880,3,1.0,1580,4000,2.0,Average,8,1580,0.0,1905,0.0,2190,4000,"[47.6363, -122.32]",3.0,2.5316455696202533,0.7214611872146118,526.6666666666666,medium
8145,4218400100,6,2.75,4460,6952,2.5,Good,10,3460,1000.0,1930,0.0,2750,4769,"[47.6626, -122.269]",2.1818181818181817,1.5587443946188342,1.6218181818181818,743.3333333333334,high
2874,9542400025,4,1.75,2620,11041,1.5,Good,9,2620,0.0,1962,0.0,2230,11041,"[47.5975, -122.174]",2.2857142857142856,4.21412213740458,1.1748878923766817,655.0,medium
16595,3223059173,4,2.0,1480,15000,1.0,Good,7,1480,0.0,1957,0.0,1450,8768,"[47.4312, -122.196]",2.0,10.135135135135135,1.0206896551724138,370.0,medium
1037,5104511040,4,2.5,2000,6921,2.0,Average,8,2000,0.0,2003,0.0,2430,6339,"[47.3559, -122.014]",1.6,3.4605,0.823045267489712,500.0,medium
20395,7202280580,4,2.5,3120,5137,2.0,Average,7,3120,0.0,2003,0.0,2755,5137,"[47.6842, -122.04]",1.6,1.646474358974359,1.132486388384755,780.0,medium
2704,7436900045,3,1.0,1150,10196,1.0,Good,7,1150,0.0,1957,0.0,1410,8925,"[47.6788, -122.162]",3.0,8.86608695652174,0.8156028368794326,383.3333333333333,medium
4848,6858700225,3,1.75,1550,6225,1.0,Good,7,1550,0.0,1949,0.0,1760,9496,"[47.3098, -122.218]",1.7142857142857142,4.016129032258065,0.8806818181818182,516.6666666666666,medium
13322,6187700175,3,1.75,1640,8529,1.0,Very Good,7,1640,0.0,1951,0.0,1730,7769,"[47.7751, -122.32]",1.7142857142857142,5.200609756097561,0.9479768786127167,546.6666666666666,medium
3357,7820000038,3,2.0,1700,10000,2.0,Average,8,1700,0.0,1992,0.0,1460,9621,"[47.7661, -122.205]",1.5,5.882352941176471,1.1643835616438356,566.6666666666666,medium
13526,424000145,3,1.0,1390,6000,1.0,Average,5,1390,0.0,1954,0.0,1170,6000,"[47.4977, -122.175]",3.0,4.316546762589928,1.188034188034188,463.3333333333333,low
13008,5104510720,4,2.5,2000,5500,2.0,Average,8,2000,0.0,2003,0.0,2000,5512,"[47.3552, -122.014]",1.6,2.75,1.0,500.0,medium
19650,7853320550,4,2.5,2070,4427,2.0,Average,7,2070,0.0,2007,0.0,2070,4556,"[47.5208, -121.869]",1.6,2.138647342995169,1.0,517.5,medium
10388,4415600030,3,2.75,2000,7200,1.0,Average,7,1000,1000.0,1954,2014.0,1440,7200,"[47.4531, -122.352]",1.0909090909090908,3.6,1.3888888888888888,666.6666666666666,medium
9237,8121101380,3,1.0,1380,4635,1.0,Good,6,1380,0.0,1919,0.0,1790,4635,"[47.57, -122.285]",3.0,3.358695652173913,0.770949720670391,460.0,low
13815,1473120230,4,2.5,2940,7590,2.0,Average,9,2940,0.0,1991,0.0,2550,8360,"[47.4341, -122.16]",1.6,2.5816326530612246,1.1529411764705881,735.0,medium
15925,428000225,3,1.0,1300,8160,1.0,Good,7,1300,0.0,1960,0.0,1290,8970,"[47.511, -122.172]",3.0,6.276923076923077,1.0077519379844961,433.3333333333333,medium
11262,795002190,2,1.0,1060,8000,1.0,Average,6,1060,0.0,1941,0.0,1390,8000,"[47.5088, -122.333]",2.0,7.547169811320755,0.762589928057554,530.0,low
18182,4139660040,5,3.5,3180,14000,2.0,Very Good,10,3180,0.0,1997,0.0,3670,14450,"[47.5501, -122.128]",1.4285714285714286,4.40251572327044,0.8664850136239782,636.0,high
15015,7212680020,3,1.75,1820,8813,2.0,Average,7,1820,0.0,1994,0.0,1780,7349,"[47.2622, -122.303]",1.7142857142857142,4.842307692307692,1.0224719101123596,606.6666666666666,medium
7834,1328300180,4,2.75,1970,7213,1.0,Average,8,1170,800.0,1977,0.0,1980,7045,"[47.4424, -122.126]",1.4545454545454546,3.6614213197969545,0.9949494949494949,492.5,medium
15392,2880100795,3,2.5,2350,3750,2.0,Average,7,1740,610.0,2003,0.0,1590,4700,"[47.6767, -122.365]",1.2,1.5957446808510638,1.4779874213836477,783.3333333333334,medium
5000,1561930020,4,3.0,3220,8936,2.0,Average,9,2450,770.0,1990,0.0,2810,10500,"[47.4208, -122.213]",1.3333333333333333,2.775155279503106,1.1459074733096086,805.0,medium
9729,8701600030,5,1.0,1590,5000,1.5,Average,7,1190,400.0,1929,0.0,1590,5000,"[47.5752, -122.381]",5.0,3.1446540880503147,1.0,318.0,medium
11222,8651720060,3,2.25,1830,8831,1.0,Average,7,1460,370.0,1979,0.0,2330,8064,"[47.7286, -122.215]",1.3333333333333333,4.82568306010929,0.7854077253218884,610.0,medium
14274,2436700540,3,2.75,1930,2960,1.5,Very Good,7,1490,440.0,1929,0.0,2080,3760,"[47.6659, -122.287]",1.0909090909090908,1.5336787564766838,0.9278846153846154,643.3333333333334,medium
9660,6752601110,4,2.5,2380,7066,2.0,Good,7,2380,0.0,1997,0.0,2310,8127,"[47.3982, -122.172]",1.6,2.96890756302521,1.0303030303030303,595.0,medium
1540,1176001195,2,1.0,1230,1820,2.0,Good,7,830,400.0,1948,0.0,1660,3056,"[47.6684, -122.401]",2.0,1.4796747967479675,0.7409638554216867,615.0,medium
9829,1325059083,4,2.5,1850,50662,1.0,Average,8,1430,420.0,1978,0.0,2090,10599,"[47.6535, -122.119]",1.6,27.384864864864866,0.8851674641148325,462.5,medium
2697,985001266,3,1.5,2210,11111,1.5,Average,7,2210,0.0,1934,0.0,1250,8422,"[47.492, -122.309]",2.0,5.027601809954751,1.768,736.6666666666666,medium
2286,3205100060,3,1.75,1580,9719,1.0,Very Good,7,1580,0.0,1962,0.0,1760,8539,"[47.5396, -122.18]",1.7142857142857142,6.1512658227848105,0.8977272727272727,526.6666666666666,medium
4999,1036000080,3,1.75,1970,8000,1.0,Good,8,1970,0.0,1968,0.0,1910,8000,"[47.6324, -122.1]",1.7142857142857142,4.060913705583756,1.031413612565445,656.6666666666666,medium
19409,3331500650,3,1.0,920,3863,1.0,Average,6,920,0.0,1970,0.0,1080,5150,"[47.5524, -122.27]",3.0,4.198913043478261,0.8518518518518519,306.6666666666667,low
14513,3888100133,3,1.0,1160,10988,1.0,Average,7,1160,0.0,1965,0.0,1670,51376,"[47.6818, -122.165]",3.0,9.472413793103449,0.6946107784431138,386.6666666666667,medium
21098,1024069027,4,3.25,3740,11467,2.0,Average,10,3740,0.0,2014,0.0,2510,27520,"[47.581, -122.022]",1.2307692307692308,3.066042780748663,1.4900398406374502,935.0,high
13882,2500600297,3,3.0,2110,7794,1.0,Average,6,2110,0.0,1981,0.0,1330,10044,"[47.4005, -122.293]",1.0,3.6938388625592418,1.586466165413534,703.3333333333334,low
13447,1982201465,4,1.75,1880,4175,1.5,Average,7,1090,790.0,1944,0.0,1700,3758,"[47.6646, -122.364]",2.2857142857142856,2.220744680851064,1.1058823529411765,470.0,medium
15969,9542802000,3,1.75,1130,7000,1.0,Average,7,1130,0.0,1978,0.0,1830,8880,"[47.307, -122.372]",1.7142857142857142,6.1946902654867255,0.6174863387978142,376.6666666666667,medium
16970,7853210050,3,2.5,1450,3748,2.0,Average,7,1450,0.0,2004,0.0,1970,3748,"[47.532, -121.85]",1.2,2.5848275862068966,0.7360406091370558,483.3333333333333,medium
6216,5016001060,2,2.5,1740,2500,2.0,Average,8,1210,530.0,1994,0.0,1640,2500,"[47.622, -122.3]",0.8,1.4367816091954022,1.0609756097560976,870.0,medium
17795,7298050090,4,4.0,3530,10935,2.0,Average,10,3530,0.0,1992,0.0,3360,11250,"[47.3016, -122.342]",1.0,3.0977337110481584,1.0505952380952381,882.5,high
10274,7436500060,4,2.25,2170,7007,1.0,Average,8,1540,630.0,1974,0.0,2040,7700,"[47.672, -122.169]",1.7777777777777777,3.229032258064516,1.0637254901960784,542.5,medium
10723,4443800505,3,1.5,1810,3880,1.5,Good,8,1310,500.0,1929,0.0,1400,3880,"[47.6835, -122.392]",2.0,2.143646408839779,1.292857142857143,603.3333333333334,medium
20030,7708200600,3,2.5,2480,4136,2.0,Average,8,2480,0.0,2009,0.0,2510,4314,"[47.493, -122.147]",1.2,1.667741935483871,0.9880478087649402,826.6666666666666,medium
10199,3298600340,6,3.0,3320,15600,1.0,Good,8,1660,1660.0,1977,0.0,2330,15360,"[47.2983, -122.166]",2.0,4.698795180722891,1.4248927038626609,553.3333333333334,medium
19162,9547202245,4,3.0,2370,3672,1.5,Very Good,7,1650,720.0,1916,0.0,2140,4182,"[47.678, -122.311]",1.3333333333333333,1.549367088607595,1.1074766355140186,592.5,medium
15609,3834500170,3,1.75,1430,8412,1.0,Good,7,1070,360.0,1928,0.0,1490,8410,"[47.7218, -122.299]",1.7142857142857142,5.882517482517483,0.959731543624161,476.6666666666667,medium
10608,7856550240,5,2.25,3480,9200,2.0,Average,8,3480,0.0,1979,0.0,3130,9200,"[47.5585, -122.153]",2.2222222222222223,2.6436781609195403,1.1118210862619808,696.0,medium
17866,2324039077,2,1.0,930,5650,1.0,Average,7,930,0.0,1941,0.0,1340,6400,"[47.5478, -122.377]",2.0,6.075268817204301,0.6940298507462687,465.0,medium
13800,8832900120,3,1.75,2300,12682,1.0,Average,8,2300,0.0,1955,0.0,2720,14643,"[47.7588, -122.27]",1.7142857142857142,5.513913043478261,0.8455882352941176,766.6666666666666,medium
14588,3326059254,3,2.5,3170,7187,2.0,Average,9,3170,0.0,2005,0.0,2790,7336,"[47.6934, -122.166]",1.2,2.267192429022082,1.136200716845878,1056.6666666666667,medium
8863,722069057,3,1.75,1600,313672,1.0,Good,7,1600,0.0,1960,0.0,1780,90860,"[47.4129, -122.08]",1.7142857142857142,196.045,0.898876404494382,533.3333333333334,medium
10911,9554200200,2,1.75,1990,6549,1.0,Average,7,1170,820.0,1948,0.0,1640,7202,"[47.7, -122.296]",1.1428571428571428,3.2909547738693465,1.2134146341463414,995.0,medium
7661,6169900580,6,4.5,4230,6420,2.0,Good,8,2360,1870.0,1916,0.0,3450,4085,"[47.6301, -122.369]",1.3333333333333333,1.5177304964539007,1.2260869565217392,705.0,medium
1333,8961990160,3,2.5,2080,4556,2.0,Average,8,2080,0.0,1999,0.0,1530,5606,"[47.6036, -122.014]",1.2,2.1903846153846156,1.3594771241830066,693.3333333333334,medium
7268,5101402312,3,1.0,1260,7250,1.0,Average,7,960,300.0,1940,0.0,1540,7250,"[47.6947, -122.311]",3.0,5.753968253968254,0.8181818181818182,420.0,medium
16601,7419700010,5,2.0,2800,17788,1.0,Good,8,1400,1400.0,1963,0.0,1760,18282,"[47.6719, -122.163]",2.5,6.352857142857143,1.5909090909090908,560.0,medium
11678,6136900045,3,1.0,1660,6992,1.0,Very Good,7,1260,400.0,1952,0.0,1390,7359,"[47.7576, -122.318]",3.0,4.212048192771085,1.1942446043165467,553.3333333333334,medium
11040,272000320,3,1.5,1310,2996,2.0,Average,7,1310,0.0,1998,0.0,1310,2997,"[47.5879, -122.299]",2.0,2.287022900763359,1.0,436.6666666666667,medium
1984,8822901200,6,3.0,2630,8800,1.0,Average,7,1610,1020.0,1959,0.0,1220,1173,"[47.7166, -122.293]",2.0,3.346007604562738,2.1557377049180326,438.3333333333333,medium
16792,4031000250,3,1.0,1310,9612,1.0,Average,7,960,350.0,1962,0.0,1310,9812,"[47.2958, -122.285]",3.0,7.337404580152672,1.0,436.6666666666667,medium
2435,9244900248,3,1.75,2320,10900,2.0,Average,7,2320,0.0,1935,1974.0,1610,5800,"[47.6877, -122.283]",1.7142857142857142,4.698275862068965,1.4409937888198758,773.3333333333334,medium
11072,9433000060,4,2.75,2990,6626,2.0,Average,9,2990,0.0,2014,0.0,2910,5533,"[47.7107, -122.11]",1.4545454545454546,2.2160535117056854,1.0274914089347078,747.5,medium
9042,1164000040,2,1.0,1240,11393,1.0,Good,7,1240,0.0,1960,0.0,1660,11393,"[47.3714, -122.207]",2.0,9.187903225806451,0.7469879518072289,620.0,medium
12292,8651443420,4,2.0,1710,5440,1.0,Very Good,8,1030,680.0,1976,0.0,1620,6696,"[47.36600000000001, -122.093]",2.0,3.181286549707602,1.0555555555555556,427.5,medium
6836,2426059071,3,2.5,2320,98445,1.0,Good,8,1380,940.0,1978,0.0,2830,54014,"[47.7323, -122.116]",1.2,42.43318965517241,0.8197879858657244,773.3333333333334,medium
19261,2397100705,4,4.25,3650,5328,1.5,Average,9,2330,1320.0,1907,2014.0,1710,3600,"[47.63800000000001, -122.362]",0.9411764705882353,1.4597260273972603,2.134502923976608,912.5,medium
16649,5561000430,3,2.25,1830,39165,1.0,Very Good,8,1830,0.0,1963,0.0,2020,36184,"[47.4612, -121.992]",1.3333333333333333,21.401639344262296,0.905940594059406,610.0,medium
11176,5126300960,3,2.5,2170,8169,2.0,Average,8,2170,0.0,2003,0.0,2240,6733,"[47.4833, -122.139]",1.2,3.764516129032258,0.96875,723.3333333333334,medium
10154,9560800390,3,2.25,1990,7340,2.0,Average,8,1990,0.0,1984,0.0,2180,11223,"[47.7579, -122.141]",1.3333333333333333,3.6884422110552766,0.9128440366972477,663.3333333333334,medium
18938,7853300770,3,2.5,1960,4400,2.0,Average,7,1960,0.0,2006,0.0,2060,4400,"[47.5384, -121.889]",1.2,2.2448979591836733,0.9514563106796117,653.3333333333334,medium
3920,4141800215,4,3.75,3770,4000,2.5,Very Good,9,2890,880.0,1916,0.0,2800,5000,"[47.6157, -122.287]",1.0666666666666667,1.0610079575596818,1.3464285714285715,942.5,medium
16394,8562750660,4,2.5,2520,3980,2.0,Average,8,2520,0.0,2005,0.0,2610,3980,"[47.5401, -122.07]",1.6,1.5793650793650793,0.9655172413793104,630.0,medium
5376,4136900190,3,2.5,2040,7580,2.0,Average,8,2040,0.0,1998,0.0,1960,7820,"[47.2618, -122.209]",1.2,3.715686274509804,1.0408163265306123,680.0,medium
11206,5104510860,4,3.0,2430,5502,2.0,Average,8,2430,0.0,2002,0.0,2000,5702,"[47.356, -122.014]",1.3333333333333333,2.2641975308641977,1.215,607.5,medium
7289,2780700020,4,2.5,1900,9428,2.0,Average,8,1900,0.0,1978,0.0,1830,10480,"[47.7628, -122.244]",1.6,4.962105263157895,1.0382513661202186,475.0,medium
6425,7979900680,3,1.0,1150,11396,1.5,Good,7,1150,0.0,1950,0.0,1600,8146,"[47.7435, -122.296]",3.0,9.909565217391304,0.71875,383.3333333333333,medium
8729,9264950600,3,3.0,2031,7702,2.0,Average,9,2031,0.0,1988,0.0,2390,7700,"[47.3058, -122.348]",1.0,3.792220580994584,0.8497907949790795,677.0,medium
7744,624101110,4,2.25,3440,14237,2.0,Average,9,3440,0.0,1982,0.0,3250,18365,"[47.7241, -122.065]",1.7777777777777777,4.1386627906976745,1.0584615384615386,860.0,medium
2813,9294300615,4,1.75,2440,11793,1.0,Average,8,1420,1020.0,1950,0.0,2500,8028,"[47.6807, -122.267]",2.2857142857142856,4.8331967213114755,0.976,610.0,medium
9315,7518503830,4,1.5,1470,5100,1.5,Average,7,1470,0.0,1946,0.0,1470,5100,"[47.6769, -122.381]",2.6666666666666665,3.4693877551020407,1.0,367.5,medium
536,6204420070,4,1.75,1570,8268,1.0,Average,7,1570,0.0,1979,0.0,1870,8190,"[47.7373, -122.197]",2.2857142857142856,5.266242038216561,0.839572192513369,392.5,medium
16674,9264950420,4,2.5,2460,7350,2.0,Average,9,2460,0.0,1989,0.0,2390,8568,"[47.3061, -122.349]",1.6,2.9878048780487805,1.0292887029288702,615.0,medium
1139,9554200105,4,2.0,2020,6867,1.0,Very Good,8,1010,1010.0,1942,0.0,1250,6842,"[47.7, -122.292]",2.0,3.3995049504950496,1.616,505.0,medium
21395,9268850180,3,1.75,1290,1237,2.0,Average,7,1060,230.0,2008,0.0,1370,942,"[47.54, -122.026]",1.7142857142857142,0.9589147286821705,0.9416058394160584,430.0,medium
4116,952004875,4,2.25,1990,4600,1.5,Good,8,1420,570.0,1932,0.0,1810,5750,"[47.5638, -122.38]",1.7777777777777777,2.3115577889447234,1.0994475138121547,497.5,medium
468,1723049270,3,2.0,2270,28025,1.0,Good,7,1920,350.0,1947,0.0,1770,14833,"[47.4857, -122.318]",1.5,12.345814977973568,1.2824858757062148,756.6666666666666,medium
18697,2473480210,3,2.5,1680,11193,2.0,Average,8,1680,0.0,1984,0.0,2080,8084,"[47.4482, -122.125]",1.2,6.6625,0.8076923076923077,560.0,medium
16664,7950300440,2,1.0,1030,6000,1.0,Average,7,1030,0.0,1925,0.0,1510,5000,"[47.5669, -122.283]",2.0,5.825242718446602,0.6821192052980133,515.0,medium
11466,3824100041,4,2.25,1880,9727,1.0,Average,7,1100,780.0,1979,0.0,1790,10274,"[47.7731, -122.257]",1.7777777777777777,5.173936170212766,1.0502793296089385,470.0,medium
5948,7852020250,4,2.5,3190,7869,2.0,Average,9,3190,0.0,2001,0.0,2630,6739,"[47.5317, -121.866]",1.6,2.4667711598746083,1.2129277566539924,797.5,medium
14833,1193000450,5,1.75,2330,6000,1.5,Average,8,2080,250.0,1937,0.0,2150,6000,"[47.6461, -122.392]",2.857142857142857,2.575107296137339,1.083720930232558,466.0,medium
617,3904930240,3,2.5,1880,5502,2.0,Average,8,1880,0.0,1988,0.0,2040,5411,"[47.5737, -122.018]",1.2,2.926595744680851,0.9215686274509803,626.6666666666666,medium
7517,2484700015,4,1.5,2480,6000,1.0,Average,8,1520,960.0,1955,0.0,1810,6000,"[47.5233, -122.386]",2.6666666666666665,2.4193548387096775,1.3701657458563536,620.0,medium
1310,3459700340,4,2.5,2590,9530,1.0,Good,8,1640,950.0,1978,0.0,2710,10970,"[47.7752, -122.285]",1.6,3.6795366795366795,0.955719557195572,647.5,medium
1012,686201000,4,3.0,1780,7260,1.0,Good,8,1780,0.0,1964,0.0,1810,7920,"[47.627, -122.114]",1.3333333333333333,4.078651685393258,0.9834254143646409,445.0,medium
15648,1862400285,3,1.0,1200,5404,1.0,Average,6,1200,0.0,1937,0.0,1200,5987,"[47.6969, -122.368]",3.0,4.503333333333333,1.0,400.0,low
7563,126059018,4,2.25,1780,10748,2.0,Good,8,1780,0.0,1964,0.0,2070,37680,"[47.762, -122.11]",1.7777777777777777,6.038202247191011,0.8599033816425121,445.0,medium
5300,1155640050,4,1.75,1710,7724,1.0,Average,8,1710,0.0,1983,0.0,1940,7724,"[47.7721, -122.293]",2.2857142857142856,4.5169590643274855,0.8814432989690721,427.5,medium
3251,2917200645,4,1.75,2020,6200,1.0,Good,6,1010,1010.0,1948,0.0,1440,4158,"[47.7013, -122.35]",2.2857142857142856,3.0693069306930694,1.4027777777777777,505.0,low
3547,7300410300,4,2.5,2570,6466,2.0,Average,9,2570,0.0,1999,0.0,2520,6667,"[47.3324, -122.17]",1.6,2.515953307392996,1.0198412698412698,642.5,medium
7110,2222059099,3,1.5,1240,9405,1.0,Good,7,1240,0.0,1966,0.0,2260,7611,"[47.3727, -122.162]",2.0,7.584677419354839,0.5486725663716814,413.3333333333333,medium
6689,802000130,4,1.75,1870,9500,1.0,Good,7,1090,780.0,1962,0.0,2010,10000,"[47.7012, -122.187]",2.2857142857142856,5.080213903743315,0.9303482587064676,467.5,medium
14238,2599001010,3,1.0,1090,7400,1.0,Good,7,1090,0.0,1962,0.0,1140,8165,"[47.2923, -122.19]",3.0,6.7889908256880735,0.956140350877193,363.3333333333333,medium
17198,7284900098,3,2.5,2820,7200,1.0,Average,9,1780,1040.0,1979,0.0,2300,7200,"[47.7691, -122.388]",1.2,2.5531914893617023,1.2260869565217392,940.0,medium
5236,5364200381,3,1.0,1000,4959,1.0,Average,8,1000,0.0,1945,0.0,2240,4959,"[47.6629, -122.277]",3.0,4.959,0.44642857142857145,333.3333333333333,medium
9897,1123059116,4,2.5,2790,9910,2.0,Average,8,2790,0.0,2003,0.0,2590,9910,"[47.4891, -122.141]",1.6,3.5519713261648747,1.0772200772200773,697.5,medium
14415,3579000410,3,2.25,2010,7447,2.0,Average,8,2010,0.0,1985,0.0,2230,7846,"[47.747, -122.248]",1.3333333333333333,3.7049751243781093,0.9013452914798207,670.0,medium
7488,3526059115,5,3.0,2670,11761,1.0,Average,7,1370,1300.0,1981,0.0,2580,10703,"[47.6895, -122.129]",1.6666666666666667,4.404868913857678,1.0348837209302326,534.0,medium
9960,8083350070,2,2.25,1660,2748,2.0,Average,7,1660,0.0,1995,0.0,1620,3167,"[47.4333, -122.212]",0.8888888888888888,1.655421686746988,1.0246913580246915,830.0,medium
17477,5101400994,2,1.0,760,6380,1.0,Average,6,760,0.0,1941,0.0,1590,6380,"[47.6914, -122.31]",2.0,8.394736842105264,0.4779874213836478,380.0,low
2209,3438500339,3,1.0,1140,5000,1.0,Average,7,1140,0.0,1960,0.0,1140,5000,"[47.5535, -122.362]",3.0,4.385964912280702,1.0,380.0,medium
13181,9542800610,4,2.25,2050,7700,2.0,Average,7,2050,0.0,1977,0.0,1780,7700,"[47.3009, -122.375]",1.7777777777777777,3.7560975609756095,1.151685393258427,512.5,medium
289,2200500350,2,1.0,1640,14100,1.0,Good,7,1140,500.0,1954,0.0,1520,13527,"[47.5712, -122.143]",2.0,8.597560975609756,1.0789473684210527,820.0,medium
1121,293760310,5,4.5,4300,12250,2.0,Average,10,4300,0.0,2004,0.0,3950,12250,"[47.5557, -122.027]",1.1111111111111112,2.8488372093023258,1.0886075949367089,860.0,high
2656,6071900070,4,2.5,2040,8400,1.0,Average,8,1420,620.0,1963,0.0,2540,8925,"[47.5512, -122.17]",1.6,4.117647058823529,0.8031496062992126,510.0,medium
